20,Scene S,Untitled Experiment,500,100,5,12,3000,2,4,0.8,7.5,7.5,0.017,0.017,1,1,25,1.3,0.7,0,20,9.991621,276,368.7103,6763.363
20,Scene C2,Untitled Experiment,500,100,5,12,3000,2,4,0.8,7.5,7.5,0.017,0.017,1,1,25,1.3,0.7,0,20,33.06783,1478,1664.157,24177.88
